cod_ibge;municipio;casos_dengue;precipitacao_total_anual;temp_media_anual;vento_vlc_media_anual;saneamento_basico;abastecimento_agua;esgotamento_sanitario;coleta_residuos;total_coleta_residuos;drenagem_urbana;pop_estimada;pib_municipio;desp_saude_percapta;dens_demografica;desp_percapta_RSU
3518859; GUATAPARA;90;0,83;221,43;20,64;Não;;;Não;0,00;;7709;65949963;1340,54;17,69;32,69
3518909; GUZOLANDIA;20;0,84;230,27;25,28;Sim;Sim;Sim;Sim;500,00;Sim;5307;253740;1278,29;17,33;43,72
3519006; HERCULANDIA;737;1,96;286,25;20,81;Sim;Sim;Sim;Sim;144,00;Não;9588;85980;1030,56;24,98;75,12
3519055; HOLAMBRA;28;0,82;84,5;1,86;Sim;Sim;Sim;Sim;420,00;Sim;15272;335303;1353,6;220,18;281,95
3519071; HORTOLANDIA;2404;0,89;263,74;17,23;Sim;Sim;Sim;Sim;671,00;Sim;234259;1283692;1072,17;3687,44;144,87
3519105; IACANGA;39;0,01;222,01;11,8;Sim;Sim;Sim;Sim;232,30;Sim;11858;16386639;1362,97;18,99;140,31
3519204; IACRI;294;1,6;175,38;10,42;Não;;;Não;0,00;;6295;600783;1093,37;19,34;77,43
3519253; IARAS;18;0;144,61;16,01;Não;;;Sim;500,00;;9517;256626;979,91;19,30;117,12
3519303; IBATE;106;1,86;208,06;14,65;Sim;;;Sim;80,00;;35472;161707;743,65;110,40;61,79
3519402; IBIRA;818;0,05;289,44;26,57;Não;;;Sim;350,00;;12518;1045660;1105,83;42,66;25,21
3519501; IBIRAREMA;114;0,97;152;5,61;Sim;Sim;Sim;Não;0,00;Sim;7841;268198;1377,84;28,46;144,02
3519600; IBITINGA;319;0,01;272,19;15,8;Sim;Sim;Sim;Não;0,00;Sim;60600;216403;717,39;85,83;119,79
3519709; IBIUNA;17;1,09;169,43;17,39;Sim;Sim;Sim;Não;0,00;Sim;79479;1734989;1131,89;71,21;119,19
3519808; ICEM;22;1,37;203,27;9,51;Sim;Não;Não;Não;0,00;Não;8304;2221194;1490,94;21,62;22,04
3519907; IEPE;506;2,03;263,82;17,57;Sim;Sim;Sim;Sim;581,60;Sim;8194;184871;1871,82;12,89;87,57
3520004; IGARACU DO TIETE;50;0;275,8;22,32;Sim;Sim;Sim;Não;0,00;Sim;24749;377358;852,03;238,68;31,46
3520103; IGARAPAVA;37;1,41;205,5;14,57;Sim;Sim;Sim;Não;0,00;Sim;30614;350423;1014,33;56,95;103,04
3520202; IGARATA;5;1,51;87,38;7,48;Sim;;;Não;0,00;;9583;1390771;1194,76;35,34;69,75
3520301; IGUAPE;88;3,06;211,16;13,72;Não;;;Não;0,00;;30989;225264;967,1;14,80;214,58
3520400; ILHABELA;2410;1,26;300,05;38,79;Não;;;Sim;1196,00;;35591;677762;4736,54;97,72;360,82
3520426; ILHA COMPRIDA;57;0,01;126,28;11,53;;;;;0,00;;11362;1074288;1975,9;65,06;0,00
3520442; ILHA SOLTEIRA;494;0,94;318,57;34,79;Não;;;Sim;483,80;;26788;762934;1377,07;39,35;127,28
3520509; INDAIATUBA;320;1,28;252,95;26,35;Sim;Sim;Sim;Sim;2193,50;Sim;256223;10630881;1188,59;793,49;292,26
3520608; INDIANA;80;1,39;178,86;10,36;Não;;;Não;0,00;;4879;18361067;1101,36;39,31;90,20
3520707; INDIAPORA;302;0,94;318,57;34,79;Sim;Sim;Sim;Sim;300,00;Sim;3886;84079;1696,18;14,52;250,88
3520806; INUBIA PAULISTA;555;1,76;188,74;10,51;Não;;;Sim;110,00;;4019;104805;1180,03;41,76;89,51
3520905; IPAUSSU;67;0,97;152;5,61;Sim;Sim;Sim;Sim;72,00;Sim;15069;123517;1040,21;65,81;77,24
3521002; IPERO;1540;0,78;146,94;14,56;Não;;;Sim;41,70;;37964;449079;652,88;206,58;102,32
3521101; IPEUNA;203;0,89;239,22;12,61;Sim;Sim;Sim;Sim;855,00;Sim;7687;739832;1703,24;35,49;157,27
3521150; IPIGUA;187;1,26;118,23;9,37;Não;;;Não;0,00;;5476;910607;1156,08;47,01;67,99
3521200; IPORANGA;100;0;0;0;Não;;;Sim;100,00;;4199;114309;1542,82;3,56;51,43
3521309; IPUA;6;0,7;94,35;6,45;Não;;;Sim;41,90;;16604;63240;1437,66;31,02;177,94
3521408; IRACEMAPOLIS;230;0,89;263,74;17,23;Sim;Sim;Sim;Não;0,00;Sim;24614;447448;963,61;189,19;113,98
3521507; IRAPUA;100;1,26;118,23;9,37;Sim;;;Não;0,00;;8048;2079103;1094,62;27,17;38,85
3521606; IRAPURU;108;1,43;281,44;32,71;Não;;;Sim;118,00;;8325;174665;915,98;33,86;53,56
3521705; ITABERA;8;0,56;119,63;9,13;Sim;Sim;Sim;Sim;5700,00;Sim;17480;104426;1035,53;16,45;90,00
3521804; ITAI;35;0;87,76;9,99;Não;;;Sim;340,00;;27382;810240;1040,54;23,01;100,91
3521903; ITAJOBI;183;0,05;265,07;24,14;Não;;;Sim;756,00;;15297;909430;1069;33,08;213,32
3522000; ITAJU;26;0,01;149;8,83;Sim;;;Não;0,00;;3887;915015;1441,82;15,42;39,86
3522109; ITANHAEM;469;2,39;245,77;21,87;Sim;Sim;Sim;Sim;198,60;Sim;103102;193591;881,28;181,01;263,67
3522158; ITAOCA;0;0;0;0;Não;;;Sim;70,00;;3330;2193770;1421,34;18,60;111,50
3522208; ITAPECERICA DA SERRA;19;1,22;104,36;5;Sim;Sim;Sim;Sim;1200,00;Não;177662;48416;697,75;1053,25;145,52
3522307; ITAPETININGA;601;1,52;234,35;25,58;Não;;;Sim;517,00;;165526;4351803;1043,64;87,39;91,90
3522406; ITAPEVA;150;1,16;244,97;21,72;Não;;;Sim;400,00;;94804;5336898;1187,57;49,36;23,34
3522505; ITAPEVI;59;1,25;216,94;10,05;Sim;Sim;Sim;Não;0,00;Sim;240961;4126112;851,41;2762,33;192,02
3522604; ITAPIRA;478;1,21;108,68;2,44;Sim;Sim;Sim;Sim;500,00;Sim;75234;11873293;1216,27;138,73;57,70
3522653; ITAPIRAPUA PAULISTA;0;0;0;0;Não;;;Não;0,00;;4268;4191309;1409,15;10,40;62,15
3522703; ITAPOLIS;1940;0,01;272,19;15,8;Sim;Sim;Sim;Não;0,00;Sim;43331;48495;1054,67;39,94;62,71
3522802; ITAPORANGA;44;0,66;147,33;11,91;;;;;0,00;;15173;1561636;954,36;28,11;0,00
3522901; ITAPUI;121;0;300,38;24,72;Sim;Sim;Sim;Sim;1,50;Sim;14147;395572;1114,4;95,41;41,43
3523008; ITAPURA;37;0,65;192,53;16;Sim;Sim;Sim;Sim;140,00;Sim;4951;888097;1381,36;13,63;129,41
3523107; ITAQUAQUECETUBA;254;2,39;245,77;21,87;Sim;Sim;Sim;Não;0,00;Sim;375011;107074;414,78;4395,83;166,62
3523206; ITARARE;167;1,16;244,97;21,72;Sim;Sim;Sim;Sim;420,00;Sim;50642;7735228;787,98;45,27;53,45
3523305; ITARIRI;331;2,8;191,36;12,2;Sim;;;Não;0,00;;17598;1111630;749,33;57,01;26,04
3523404; ITATIBA;96;2,01;244,04;21,87;Sim;Sim;Sim;Sim;1826,20;Sim;122581;360599;940,39;368,37;146,25
3523503; ITATINGA;21;0;189,49;21,3;Sim;Sim;Sim;Não;0,00;Sim;20921;7185023;870,93;19,42;18,77
3523602; ITIRAPINA;57;1,96;231,76;16,53;Sim;;;Sim;170,00;;18387;375518;1149,48;28,43;103,56
3523701; ITIRAPUA;7;0,7;84,3;6,28;Não;;;Sim;30,00;;6543;722977;939,33;36,11;26,26
3523800; ITOBI;171;1,02;131,43;8,52;Sim;Sim;Sim;Não;0,00;Sim;7852;131553;735,93;57,43;16,99
3523909; ITU;569;1,28;252,95;26,35;Sim;Sim;Sim;Sim;2807,00;Sim;175568;160794;947,77;260,32;414,34
3524006; ITUPEVA;11;0,17;96,44;5,83;Sim;Sim;Sim;Sim;1672,30;Sim;62813;9138713;1166,7;330,28;268,81
3524105; ITUVERAVA;96;1,43;282,18;20,82;Sim;Sim;Sim;Sim;1036,00;Sim;42045;8259460;1252,22;53,87;89,52
3524204; JABORANDI;22;1,46;230,67;11,27;Não;;;Não;0,00;;6946;1773343;1392,35;23,18;119,92
3524303; JABOTICABAL;2219;0,84;269,95;24,8;Sim;Sim;Sim;Sim;500,00;Sim;77652;153085;1275,6;102,23;43,65
3524402; JACAREI;2316;0,05;311,19;24,22;Não;;;Sim;2124,00;;235416;3184000;1067,46;510,44;278,11
3524501; JACI;69;1,26;118,23;9,37;Sim;;;Não;0,00;;7196;14058032;1086,48;50,44;41,67
3524600; JACUPIRANGA;149;0,01;129,85;12,38;Não;;;Sim;36,00;;17889;566411;1090,53;23,31;62,50
3524709; JAGUARIUNA;358;1,21;108,68;2,44;Sim;Sim;Sim;Sim;1076,60;Sim;58722;518401;2148,75;403,44;139,40
3524808; JALES;1083;0,94;318,57;34,79;Sim;Sim;Sim;Sim;978,00;Sim;49201;11426525;762,92;132,42;73,17
3524907; JAMBEIRO;2;0,45;43,75;3,71;Não;;;Sim;13,50;;6717;1791517;1204,52;33,85;326,09
3525003; JANDIRA;36;1,25;174,66;10,31;;;;;0,00;;126356;272002;686,95;6714,08;0,00
3525102; JARDINOPOLIS;126;0,84;220,35;19,91;Sim;Sim;Sim;Não;0,00;Sim;44970;4647131;917,89;88,00;68,94
3525201; JARINU;20;1,2;136,68;12,08;Sim;Sim;Sim;Não;0,00;Sim;30617;1380925;1188,75;170,23;147,16
3525300; JAU;963;0;300,38;24,72;Sim;Sim;Sim;Sim;250,00;Sim;151881;2636755;1161,56;194,78;131,11
3525409; JERIQUARA;9;0,68;89,04;5,69;Não;;;Não;0,00;;3151;5000016;1227,49;26,35;113,86
3525508; JOANOPOLIS;13;1,14;157,37;13,95;;;;;0,00;;13338;131437;979,01;33,97;0,00
3525607; JOAO RAMALHO;198;1,29;171,02;10,3;Sim;Sim;Sim;Não;0,00;Sim;4551;230699;1181,77;10,54;58,23
3525706; JOSE BONIFACIO;209;1,26;118,23;9,37;;;;;0,00;;37366;131574;704,64;42,01;0,00
3525805; JULIO MESQUITA;284;1,03;112,63;8,59;;;;;0,00;;4800;1344335;1254,88;33,62;0,00
3525854; JUMIRIM;4;0,04;46,77;2,19;Sim;;;Não;0,00;;3418;56117;1385,42;53,44;106,95
3525904; JUNDIAI;1151;1,25;238,06;10,31;Sim;Sim;Sim;Sim;8697,00;Sim;423006;172440;1417,39;1004,03;304,45
3526001; JUNQUEIROPOLIS;715;1,62;310,86;36,11;Sim;Sim;Sim;Sim;1500,00;Sim;20831;51740230;1244,05;34,90;121,83
3526100; JUQUIA;127;0,01;103,72;9,39;;;;;0,00;;18718;722780;945,3;21,75;0,00
3526209; JUQUITIBA;0;0;0;0;Não;;;Não;0,00;;31646;361364;841,39;53,37;95,19
3526308; LAGOINHA;12;0,2;136,35;10,25;Sim;Sim;Sim;Não;0,00;Sim;4889;543275;1092,08;19,82;79,21
3526407; LARANJAL PAULISTA;193;0,89;213,54;15,91;Não;;;Sim;1721,00;;28785;69167;1136,3;68,21;85,15
3526506; LAVINIA;92;1,14;166,34;11,11;Sim;;;Não;0,00;;12285;1248779;918,2;17,73;117,54
3526605; LAVRINHAS;494;1,18;211,17;14,27;Sim;Sim;Sim;Não;0,00;Sim;7311;182614;928,3;42,62;27,57
3526704; LEME;836;1,02;131,43;8,52;Sim;Sim;Sim;Sim;1058,50;Sim;104346;120110;1068,69;242,68;14,83
3526803; LENCOIS PAULISTA;68;0;275,8;22,32;Sim;Sim;Sim;Sim;2400,00;Sim;68990;3753059;939,11;81,34;101,97
3526902; LIMEIRA;5929;0,89;263,74;17,23;Não;;;Sim;1869,20;;308482;4297734;993,08;500,85;110,58
3527009; LINDOIA;11;0,81;64,1;1,43;Não;;;Não;0,00;;8092;13726847;1581,63;143,70;38,22
3527108; LINS;1745;0,95;288,68;19,05;Sim;Sim;Sim;Sim;1204,80;Sim;78503;219203;820,66;131,21;224,03
3527207; LORENA;5716;1,18;211,17;14,27;Não;;;Sim;241,40;;89125;6001770;1088,74;205,03;84,01
3527256; LOURDES;162;1,26;118,23;9,37;Sim;Sim;Sim;Sim;36,00;Sim;2300;3105449;2189,27;17,47;73,47
3527306; LOUVEIRA;67;2,01;244,04;21,87;Sim;Sim;Sim;Sim;1612,70;Sim;49993;46249;1679,12;886,45;170,16
3527405; LUCELIA;885;1,34;295,84;25,39;Sim;Sim;Sim;Sim;300,00;Sim;21886;19111720;918,94;64,04;99,66
3527504; LUCIANOPOLIS;3;0,49;44,41;2,13;Não;;;Sim;47,00;;2403;515477;1936,76;12,47;149,76
3527603; LUIS ANTONIO;517;1,71;188,53;14,49;Não;;;Sim;210,00;;15292;75109;1861,89;20,25;150,49
3527702; LUIZIANIA;166;1,28;118,6;12,97;Não;;;Não;0,00;;5855;1465126;1273,81;28,63;35,22
3527801; LUPERCIO;5;0,7;46,87;3,65;Sim;Sim;Sim;Sim;50,00;Não;4596;83539;1312,11;26,24;143,25
3527900; LUTECIA;36;1,8;253,19;12,37;Não;;;Não;0,00;;2636;95093;1845,32;5,67;95,29
3528007; MACATUBA;17;0;129;9,12;Sim;Sim;Sim;Sim;312,00;Sim;17214;94703;1124,24;75,04;66,77
3528106; MACAUBAL;117;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Sim;8147;754728;1043,94;30,45;100,52
3528205; MACEDONIA;31;0,61;145,59;15,09;Não;;;Não;0,00;;3692;186835;1283,95;12,05;192,55
3528304; MAGDA;58;1,2;217,27;10,32;Sim;Sim;Sim;Sim;100,00;Sim;3102;87485;1662,02;10,25;72,26
3528403; MAIRINQUE;50;1,08;208,57;20,86;Não;;;Não;0,00;;47441;99536;655,6;234,17;218,84
3528502; MAIRIPORA;231;2,39;245,77;21,87;Sim;Sim;Sim;Sim;264,00;Não;101937;2238089;746,96;286,94;121,97
3528601; MANDURI;7;0;120,44;13,9;Não;;;Sim;226,00;;9910;1927423;952,87;42,71;123,83
3528700; MARABA PAULISTA;103;1,77;215,75;12,08;Sim;Sim;Sim;Não;0,00;Sim;5948;255598;1420,71;5,03;12,39
3528809; MARACAI;540;2,03;263,82;17,57;Sim;;;Sim;540,00;;14036;122231;1279,01;24,15;36,36
3528858; MARAPOAMA;38;0,05;207,28;18,84;Sim;Sim;Sim;Não;0,00;Sim;3064;504126;1873,57;28,84;181,57
3528908; MARIAPOLIS;390;1,53;264,29;15,57;Sim;;;Não;0,00;;4091;275547;1153,27;19,31;64,90
3529005; MARILIA;4705;1,96;273,43;14,25;Sim;Sim;Sim;Não;0,00;Sim;240590;65593;1063,95;201,27;45,00
3529104; MARINOPOLIS;6;0,42;71,11;6,94;Sim;Sim;Sim;Não;0,00;;2106;8630686;1751,36;24,50;98,27
3529203; MARTINOPOLIS;1328;2;240,41;16,01;Não;;;Sim;600,00;;26628;39771;1064,03;19,87;39,77
3529302; MATAO;114;0,84;269,95;24,8;Sim;Sim;Sim;Sim;660,10;Sim;83626;675080;553,57;150,93;117,37
3529401; MAUA;257;2,39;245,77;21,87;Sim;Sim;Sim;Sim;420,50;Sim;477552;4417658;814,73;6796,79;75,84
3529500; MENDONCA;83;1,26;118,23;9,37;Sim;Sim;Sim;Sim;40,00;Sim;5565;16993562;1420,71;30,39;94,68
3529609; MERIDIANO;301;1,33;294,02;14,33;Não;;;Não;0,00;;3824;341383;1730,62;19,67;98,94
3529658; MESOPOLIS;160;0,73;173,67;17,87;Sim;;;Sim;40,00;;1905;370297;2199,89;13,08;33,72
3529708; MIGUELOPOLIS;15;0,65;67,04;4,38;Não;;;Não;0,00;;22355;74359;1213,67;24,09;178,15
3529807; MINEIROS DO TIETE;67;0;256,26;21,43;Não;;;Sim;100,00;;12966;1030501;945,95;53,65;15,26
3529906; MIRACATU;78;3,53;258,52;16,94;Não;;;Não;0,00;;19643;71521;1059,19;19,04;178,70
3530003; MIRA ESTRELA;145;1,21;266,5;12,79;Sim;Sim;Sim;Sim;24,00;Sim;3106;208841;1530,1;14,26;111,49
3530102; MIRANDOPOLIS;1313;1,34;295,84;25,39;Sim;Sim;Sim;Sim;326,00;Sim;29706;422295;757,37;30,64;88,11
3530201; MIRANTE DO PARANAPANEMA;372;1,9;289,98;17,03;Sim;Sim;Sim;Sim;109,50;Sim;18338;687252;1388,97;13,10;199,87
3530300; MIRASSOL;210;1,26;118,23;9,37;Sim;;;Não;0,00;;60303;528043;718,8;254,81;158,57
3530409; MIRASSOLANDIA;29;0,6;138,38;6,19;Sim;;;Não;0,00;;4919;2275733;1171,19;27,87;14,77
3530508; MOCOCA;3128;1,02;131,43;8,52;;;;;0,00;;68980;161620;1085,07;79,51;0,00
3530607; MOGI DAS CRUZES;355;0,05;311,19;24,22;Sim;Sim;Sim;Sim;6645,30;Sim;450785;2627850;875,49;622,20;151,70
3530706; MOGI GUACU;6084;1,21;108,68;2,44;Sim;Sim;Sim;Sim;542,80;Não;153033;16728707;1059,04;186,96;72,13
3530805; MOGI MIRIM;7103;1,21;108,68;2,44;Sim;Sim;Sim;Sim;372,00;Sim;93650;6135830;1247,18;185,34;130,24
3530904; MOMBUCA;10;0,13;72,04;4,28;Sim;Sim;Sim;Não;0,00;Sim;3508;5035136;1533,63;27,39;128,46
3531001; MONCOES;60;1,26;118,23;9,37;Sim;Sim;Sim;Sim;168,00;Não;2267;100383;2944,36;19,14;295,48
3531100; MONGAGUA;252;2,39;245,77;21,87;Sim;;;Sim;15,80;;57648;64682;1000,13;417,53;205,35
3531209; MONTE ALEGRE DO SUL;10;0,35;76,37;7,16;Não;;;Não;0,00;;8111;1222881;837,3;76,35;222,58
3531308; MONTE ALTO;383;0,05;289,44;26,57;Sim;Sim;Sim;Sim;440,00;Sim;50772;221491;997,58;137,48;39,43
3531407; MONTE APRAZIVEL;142;1,24;268,39;13,15;Sim;Sim;Sim;Sim;100,00;Sim;25373;2139358;914,03;45,04;145,18
3531506; MONTE AZUL PAULISTA;37;1,11;98,14;7,74;Não;;;Sim;365,00;;18968;724592;1263,47;69,80;105,14
3531605; MONTE CASTELO;468;1,61;280,54;32,58;;;;;0,00;;4166;590652;1346,22;18,05;0,00
3531704; MONTEIRO LOBATO;0;0;0;0;Sim;Sim;Sim;Não;0,00;Sim;4696;3719867;1197,96;12,44;47,51
3531803; MONTE MOR;242;0,89;240,94;16,73;Sim;Sim;Sim;Sim;10,00;Sim;60754;118774;844,06;258,73;75,50
3531902; MORRO AGUDO;167;1,11;98,14;7,74;Não;;;Sim;271,30;;33288;72482;1402,89;20,46;67,89
3532009; MORUNGABA;11;0,71;79,46;7,54;Sim;Sim;Sim;Sim;516,00;Sim;13781;1329143;1461,98;91,75;173,49
3532058; MOTUCA;35;0,8;157,82;13,88;Não;;;Sim;67,20;;4795;544086;1798,03;18,01;76,75
3532108; MURUTINGA DO SUL;28;1,29;254,63;21,24;Não;;;Sim;28,80;;4506;110659;1306,6;15,31;159,90
3532157; NANTES;214;1,24;154,59;9,63;Sim;Sim;Sim;Sim;36,00;Sim;3179;85349;2270,62;9,34;18,83
3532207; NARANDIBA;242;1,89;268,83;15,72;Sim;;;Sim;81,00;;4904;129302;1378,52;15,32;93,10
3532306; NATIVIDADE DA SERRA;0;0;0;0;;;;;0,00;;6642;262042;895,74;8,36;0,00
3532405; NAZARE PAULISTA;3;0,06;37,46;3,75;Sim;;;Não;0,00;;18698;85942;936,66;55,13;106,83
3532504; NEVES PAULISTA;45;1,26;118,23;9,37;Não;;;Sim;435,00;;8923;411552;881,58;43,81;198,75
3532603; NHANDEARA;720;1,24;268,39;13,15;Sim;Sim;Sim;Sim;12,00;Sim;11527;245989;1223,16;23,13;195,56
3532702; NIPOA;102;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Sim;5298;366385;1266,5;34,24;102,94
3532801; NOVA ALIANCA;54;1,26;118,23;9,37;Sim;Sim;Sim;Sim;72,80;Sim;7068;92383;1244,91;30,27;43,01
3532827; NOVA CAMPINA;1;0,03;22,24;2,38;Não;;;Sim;35,00;;9860;226856;1020,05;22,19;35,69
3532843; NOVA CANAA PAULISTA;5;0,39;50,2;4,56;Sim;Sim;Sim;Sim;10,00;Não;1852;138923;1768,45;16,51;160,28
3532868; NOVA CASTILHO;32;0,58;94,73;3,87;;;;;0,00;;1278;45872;2993,5;5,93;0,00
3532900; NOVA EUROPA;110;0,01;252,2;14,25;Sim;;;Não;0,00;;11355;55115;1265,23;58,41;69,40
3533007; NOVA GRANADA;314;1,33;294,02;14,33;Não;;;Não;0,00;;21689;345663;917,95;36,57;142,71
3533106; NOVA GUATAPORANGA;82;1,07;171,38;19,31;Não;;;Sim;20,00;;2325;485381;1898,94;63,50;162,91
3533205; NOVA INDEPENDENCIA;70;1,14;254,64;30,07;Sim;;;Não;0,00;;4053;36252;1769,44;16,54;223,77
3533254; NOVAIS;205;0;25,22;1,6;Não;;;Não;0,00;;5945;3610772;1130,83;37,87;32,32
3533304; NOVA LUZITANIA;177;1,08;214,45;10,13;Sim;Sim;Sim;Sim;84,00;Sim;4160;182132;1547,82;40,28;62,05
3533403; NOVA ODESSA;504;0,89;263,74;17,23;Sim;Sim;Sim;Sim;477,00;Sim;60956;54465;1161,64;819,88;86,94
3533502; NOVO HORIZONTE;892;0,95;288,68;19,05;Sim;Sim;Sim;Sim;87,00;Não;41414;74999;1136,1;41,17;182,79
3533601; NUPORANGA;65;1,63;169,94;13,6;Não;;;Não;0,00;;7478;1461180;1220,23;21,06;31,50
3533700; OCAUCU;54;1,05;174,93;10,75;Sim;Sim;Sim;Sim;115,00;Sim;4291;719632;1165,39;14,31;127,41
3533809; OLEO;4;0,74;92,59;3,49;Sim;;;Sim;124,00;;2471;176641;1417,39;12,87;66,34
3533908; OLIMPIA;510;1,56;275,97;13,65;Sim;Sim;Sim;Sim;110,00;Sim;55130;128780;1045,99;68,00;126,61
3534005; ONDA VERDE;176;0,97;201,07;9,95;Sim;Sim;Sim;Sim;84,00;;4422;2124220;1418,7;19,07;140,07
3534104; ORIENTE;258;1,96;273,43;14,25;;;;;0,00;;6542;187867;964,81;28,11;0,00
3534203; ORINDIUVA;5;0,87;76,68;2,96;Não;;;Sim;256,00;;7194;113283;2110,64;24,25;92,55
3534302; ORLANDIA;134;1,41;198,24;14,09;Sim;Sim;Sim;Sim;1760,00;Não;44360;511710;874,99;133,00;111,01
3534401; OSASCO;419;1,25;238,06;10,31;Não;;;Sim;1440,00;;699944;2178411;1086,93;11142,78;175,34
3534500; OSCAR BRESSANE;40;1,96;273,43;14,25;Sim;Sim;Sim;Sim;111,10;Sim;2603;76612072;1989,62;11,29;63,95
3534609; OSVALDO CRUZ;1358;1,96;286,25;20,81;Sim;Sim;Sim;Sim;98,00;Sim;33000;104439;544,08;126,36;46,64
3534708; OURINHOS;3353;0,97;170,57;6,4;Não;;;Sim;3709,00;;114352;990314;1240,5;353,99;116,12
3534757; OUROESTE;415;0,73;226,36;24,75;Sim;Sim;Sim;Sim;228,00;Sim;10539;127049;1943,33;34,96;76,61
3534807; OURO VERDE;975;1,39;202,52;22,46;Não;;;Sim;145,00;;8620;3454873;1013,88;29,31;38,88
3534906; PACAEMBU;414;1,16;255,14;29,95;Sim;Sim;Sim;Sim;104,00;Sim;14263;590479;809,37;43,20;51,16
3535002; PALESTINA;92;1,17;267,54;12,74;Sim;;;Não;0,00;;13123;206122;1053,76;16,39;91,83
3535101; PALMARES PAULISTA;768;0,05;289,44;26,57;Não;;;Não;0,00;;13486;418651;939,7;120,54;36,08
3535200; PALMEIRA D'OESTE;154;0,84;287,18;31,3;Não;;;Não;0,00;;9227;130802;1036,73;28,46;63,41
3535309; PALMITAL;2186;0,97;170,57;6,4;Não;;;Sim;250,00;;22272;206481;1319,15;36,58;50,48
3535408; PANORAMA;997;1,62;310,86;36,11;Não;;;Sim;890,00;;15862;830826;1227,8;42,27;56,46
3535507; PARAGUACU PAULISTA;1114;2,03;263,82;17,57;Sim;Sim;Sim;Sim;120,00;Não;45945;298637;966,54;41,59;73,25
3535606; PARAIBUNA;16;1,24;250,73;32,58;Não;;;Não;0,00;;18263;1655592;848,49;21,87;181,62
3535705; PARAISO;112;0,05;235,23;20,79;Sim;Sim;Sim;Sim;144,00;Sim;6496;321569;1433,17;39,42;30,42
3535804; PARANAPANEMA;10;0;93,42;10,39;Não;;;Sim;223,00;;20395;265122;1168,97;18,83;123,90
3535903; PARANAPUA;47;0,94;318,57;34,79;Sim;Sim;Sim;Não;0,00;Não;4095;912033;1132,14;28,64;66,81
3536000; PARAPUA;1079;1,95;264,91;18,28;Sim;Sim;Sim;Sim;130,00;Sim;10949;146139;923,36;29,18;82,55
3536109; PARDINHO;3;0;69,01;7,87;Sim;Sim;Sim;Sim;492,30;Não;6508;641638;1099,39;33,13;128,79
3536208; PARIQUERA-ACU;474;0,07;230,83;21,91;Não;;;Não;0,00;;19723;317727;700,37;53,52;89,43
3536257; PARISI;276;1,11;169,95;8,1;Não;;;Não;0,00;;2169;534349;1627,34;32,68;225,77
3536307; PATROCINIO PAULISTA;8;1,18;67,23;5,26;Não;;;Sim;673,00;;14807;53322;1014,33;23,79;119,24
3536406; PAULICEIA;592;1,62;310,86;36,11;Sim;Sim;Sim;Não;0,00;Sim;7454;1149197;1423,05;20,67;81,66
3536505; PAULINIA;861;1,21;108,68;2,44;Sim;Sim;Sim;Sim;1613,30;Sim;112003;197300;3659;763,70;435,82
3536570; PAULISTANIA;0;0;0;0;Sim;;;Sim;122,80;;1834;39807062;2320,26;7,97;31,07
3536604; PAULO DE FARIA;86;1,05;212,56;9,77;Sim;Sim;Sim;Não;0,00;Não;8959;43160;1531,37;10,40;45,60
3536703; PEDERNEIRAS;157;1,62;266,66;14,5;Sim;Sim;Sim;Não;0,00;Sim;47111;307536;1040,49;61,15;67,36
3536802; PEDRA BELA;1;0,15;21,13;1,91;Sim;Sim;Sim;Sim;43,50;Sim;6110;2334464;820,91;40,53;207,86
3536901; PEDRANOPOLIS;111;1,21;239,04;11,36;Sim;Sim;Sim;Sim;39,00;Não;2481;107041;1941,65;10,67;204,69
3537008; PEDREGULHO;5;0,7;84,3;6,28;;;;;0,00;;16811;73027;885,27;21,97;0,00
3537107; PEDREIRA;237;1,21;108,68;2,44;Sim;Sim;Sim;Sim;1020,00;Sim;48463;1323338;1028,77;395,49;58,04
3537156; PEDRINHAS PAULISTA;54;1,31;153,67;9,23;Sim;Sim;Sim;Sim;168,00;Sim;3101;1379245;2054,51;18,70;137,94
3537206; PEDRO DE TOLEDO;51;3,39;237,99;15,41;Sim;;;Não;0,00;;11421;164752;1188,41;16,64;79,60
3537305; PENAPOLIS;998;1,26;118,23;9,37;Sim;Sim;Sim;Sim;2241,70;Sim;63757;167446;1289,93;86,58;85,73
3537404; PEREIRA BARRETO;322;1,34;295,84;25,39;Sim;Sim;Sim;Sim;12,00;Sim;25677;1735466;1258,62;25,13;14,02
3537503; PEREIRAS;2;0,09;23,08;1,6;Sim;;;Não;0,00;;8773;937552;996,73;38,34;25,61
3537602; PERUIBE;965;3,53;258,52;16,94;Não;;;Não;0,00;;69001;284494;1214,52;206,50;164,32
3537701; PIACATU;393;1,28;118,6;12,97;Não;;;Sim;56,00;;6038;1634969;1061,95;23,81;86,34
3537800; PIEDADE;34;1,16;208,61;21,18;Não;;;Sim;9,50;;55542;105974;702,76;71,13;203,91
3537909; PILAR DO SUL;21;1,32;180,89;18,72;Sim;Sim;Sim;Sim;426,00;Sim;29402;1509521;933,31;40,44;81,86
3538006; PINDAMONHANGABA;6755;1,29;180,58;0;Sim;Sim;Sim;Sim;678,50;Sim;170132;873895;1180,24;222,92;131,98
3538105; PINDORAMA;568;0,05;259,22;23,55;Sim;Sim;Sim;Não;0,00;Sim;17216;8928793;1076,3;79,53;55,88
